"userId","surveyId","surveyDate","projectId","wave","sessionId","sessionKey","timeTracker_OPUFRanking1_visits","timeTracker_OPUFRanking1_seconds","timeTracker_OPUFVasAnchoring_visits","timeTracker_OPUFVasAnchoring_seconds","timeTracker_Start_visits","timeTracker_Start_seconds","timeTracker_OPUFSwingWeight1_visits","timeTracker_OPUFSwingWeight1_seconds","timeTracker_AdditionalDemographicQuestions_visits","timeTracker_AdditionalDemographicQuestions_seconds","timeTracker_completionTime","timeTracker_surveyStartTime","timeTracker_Consent_visits","timeTracker_Consent_seconds","timeTracker_Feedback_visits","timeTracker_Feedback_seconds","timeTracker_surveyEndTime","timeTracker_EPRO1_visits","timeTracker_EPRO1_seconds","timeTracker_Welcome_visits","timeTracker_Welcome_seconds","timeTracker_OPUFLevelRating_visits","timeTracker_OPUFLevelRating_seconds","timeTracker_OPUFDeadChoice_visits","timeTracker_OPUFDeadChoice_seconds","AdditionalDemographicQuestions_education_label","AdditionalDemographicQuestions_education_type","AdditionalDemographicQuestions_education_value","AdditionalDemographicQuestions_education_required","AdditionalDemographicQuestions_employment_label","AdditionalDemographicQuestions_employment_type","AdditionalDemographicQuestions_employment_value","AdditionalDemographicQuestions_employment_required","AdditionalDemographicQuestions_gender_label","AdditionalDemographicQuestions_gender_type","AdditionalDemographicQuestions_gender_value","AdditionalDemographicQuestions_gender_required","AdditionalDemographicQuestions_ethnicity_label","AdditionalDemographicQuestions_ethnicity_type","AdditionalDemographicQuestions_ethnicity_value","AdditionalDemographicQuestions_ethnicity_required","consent_respConsent_consent_consent","consent_respConsent_consent_selected","consent_respConsent_consent_text","consent_respData_options_canGoNext","consent_respData_options_canGoBack","consent_respData_options_printEnabled","consent_respData_sessionId","consent_respData_consent","consent_respData_sessionKey","consent_respData_userId","consent_respData_content_noConsent","consent_respData_content_questions_0_id","consent_respData_content_questions_0_text","consent_respData_content_startBtnLabel","consent_respData_content_printBtnLabel","consent_respData_content_title","consent_respData_content_body","consent_consentTime","consent_consented","Feedback_understand_label","Feedback_understand_type","Feedback_understand_value","Feedback_understand_required","Feedback_decide_label","Feedback_decide_type","Feedback_decide_value","Feedback_decide_required","Feedback_differences_label","Feedback_differences_type","Feedback_differences_value","Feedback_differences_required","opuf_firstRank","opuf_swingWeights_treat","opuf_swingWeights_sports","opuf_swingWeights_tired","opuf_swingWeights_unhappiness","opuf_swingWeights_concentration","opuf_swingWeights_walk","opuf_swingWeights_embarrassment","opuf_pitsUtility","opuf_pufScaled","opuf_anchorPoint","opuf_levelRatings_treat_0","opuf_levelRatings_treat_1","opuf_levelRatings_treat_2","opuf_levelRatings_treat_3","opuf_levelRatings_treat_4","opuf_levelRatings_sports_0","opuf_levelRatings_sports_1","opuf_levelRatings_sports_2","opuf_levelRatings_sports_3","opuf_levelRatings_sports_4","opuf_levelRatings_tired_0","opuf_levelRatings_tired_1","opuf_levelRatings_tired_2","opuf_levelRatings_tired_3","opuf_levelRatings_tired_4","opuf_levelRatings_unhappiness_0","opuf_levelRatings_unhappiness_1","opuf_levelRatings_unhappiness_2","opuf_levelRatings_unhappiness_3","opuf_levelRatings_unhappiness_4","opuf_levelRatings_concentration_0","opuf_levelRatings_concentration_1","opuf_levelRatings_concentration_2","opuf_levelRatings_concentration_3","opuf_levelRatings_concentration_4","opuf_levelRatings_walk_0","opuf_levelRatings_walk_1","opuf_levelRatings_walk_2","opuf_levelRatings_walk_3","opuf_levelRatings_walk_4","opuf_levelRatings_embarrassment_0","opuf_levelRatings_embarrassment_1","opuf_levelRatings_embarrassment_2","opuf_levelRatings_embarrassment_3","opuf_levelRatings_embarrassment_4","opuf_anchorVal","opuf_pufAnchored","epro_treat","epro_sports","epro_tired","epro_unhappiness","epro_concentration","epro_walk","epro_embarrassment","feedback","timeTracker_feedback_visits","timeTracker_feedback_seconds","AdditionalDemographicQuestions_weightstatus_label","AdditionalDemographicQuestions_weightstatus_type","AdditionalDemographicQuestions_weightstatus_value","AdditionalDemographicQuestions_weightstatus_required","Feedback","feedback_understand_label","feedback_understand_type","feedback_understand_value","feedback_understand_required","feedback_decide_label","feedback_decide_type","feedback_decide_value","feedback_decide_required","feedback_differences_label","feedback_differences_type","feedback_differences_value","feedback_differences_required"
"6666f308693e7e1ebe9189d2","waite_opuf_adult2",1723239900725,"waite",1,"19dbfe97-a09d-4e84-a048-3d4e3ab0317e",,1,18,1,22,2,0,1,173,1,14,513062,1723462850297,1,2,,,1723463363359,1,55,1,12,1,168,1,22,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","asian",true,true,true,"I consent to participate",false,false,true,"19dbfe97-a09d-4e84-a048-3d4e3ab0317e",true,,"6666f308693e7e1ebe9189d2","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462864787,true,,,,,,,,,,,,,"walk",40,70,90,70,85,100,40,0.21,"{}","dead",0,30,57,84,100,0,25,37,56,100,0,20,50,70,100,0,35,58,88,100,0,15,51,84,100,0,23,54,80,100,0,9,25,37,100,21,"{}","treat_0","sports_0","tired_2","unhappiness_0","concentration_2","walk_1","embarrassment_0",,1,21,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"62b6eb8e6a786c9a892573ec","waite_opuf_adult2",1723239900725,"waite",1,"7b833192-6549-46c6-8c24-b8a80e48f1b7",,1,85,1,43,2,0,1,261,1,47,858450,1723461272372,1,7,,,1723462130822,1,64,1,8,1,284,1,29,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","other",true,"Which of the following best describes your current employment status?","radio","other",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"7b833192-6549-46c6-8c24-b8a80e48f1b7",true,,"62b6eb8e6a786c9a892573ec","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461283937,true,,,,,,,,,,,,,"concentration",100,23,84,100,100,74,80,0.9,"{}","dead",0,0,0,7,100,0,5,81,100,100,0,61,37,12,100,0,0,0,0,100,0,0,0,0,100,0,21,2,17,100,0,0,0,0,100,90,"{}","treat_0","sports_4","tired_2","unhappiness_0","concentration_0","walk_1","embarrassment_0",,1,26,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","neither",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5e903aadbf2af034503d9bac","waite_opuf_adult2",1723239900725,"waite",1,"ee16be4a-9701-4efe-b915-69dff532019b",,1,28,1,28,2,0,1,128,1,21,476840,1723461117496,1,4,,,1723461594336,1,69,1,16,1,146,1,13,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"ee16be4a-9701-4efe-b915-69dff532019b",true,,"5e903aadbf2af034503d9bac","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461138255,true,,,,,,,,,,,,,"tired","95",3,100,95,80,80,70,0.5,"{}","dead",0,20,60,80,100,0,10,50,75,100,0,25,50,75,100,0,20,50,80,100,0,10,50,75,100,0,10,50,75,100,0,15,50,75,100,50,"{}","treat_0","sports_3","tired_2","unhappiness_1","concentration_1","walk_0","embarrassment_0",,1,18,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"615cb147f04efc8a8c2ff1e5","waite_opuf_adult2",1723239900725,"waite",1,"65ff0238-f410-4db3-9b3d-089d04b6da21",,1,27,1,16,2,0,1,73,1,22,367261,1723461103841,1,4,,,1723461471102,1,63,1,22,1,99,1,15,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"65ff0238-f410-4db3-9b3d-089d04b6da21",true,,"615cb147f04efc8a8c2ff1e5","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461131089,true,,,,,,,,,,,,,"unhappiness",39,28,76,100,39,74,50,0.9,"{}","dead",0,26,48,82,100,0,33,35,67,100,0,3,35,72,100,0,7,53,93,100,0,1,36,94,100,0,0,41,89,100,0,0,28,95,100,90,"{}","treat_2","sports_2","tired_2","unhappiness_1","concentration_2","walk_0","embarrassment_2",,1,20,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5f523ba3ef34a3089cba1e9","waite_opuf_adult2",1723239900725,"waite",1,"27c2b86a-1114-4261-8a55-e69b301b5024",,1,18,1,44,2,0,1,134,1,18,527977,1723461091861,1,3,,,1723461619838,1,49,1,8,1,205,1,23,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"27c2b86a-1114-4261-8a55-e69b301b5024",true,,"5f523ba3ef34a3089cba1e9","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461102832,true,,,,,,,,,,,,,"unhappiness","55","0","15",100,"25","10","10",0.87,"{}","dead",0,20,44,87,100,0,3,5,15,100,0,5,15,60,100,0,16,49,85,100,0,13,27,42,100,0,12,23,69,100,0,90,15,22,100,87,"{}","treat_0","sports_4","tired_3","unhappiness_1","concentration_2","walk_1","embarrassment_1",,1,21,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"6648a891957434ad183ce6b4","waite_opuf_adult2",1723239900725,"waite",1,"00c2110b-3003-4a1c-810a-1377dc81253f",,1,47,1,26,2,0,1,108,1,26,659209,1723462950664,1,4,,,1723463609873,1,84,1,28,1,287,1,18,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"00c2110b-3003-4a1c-810a-1377dc81253f",true,,"6648a891957434ad183ce6b4","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462982074,true,,,,,,,,,,,,,"unhappiness",86,69,92,100,72,88,85,0.99,"{}","dead",0,55,58,83,100,0,5,26,76,100,0,18,29,81,100,0,6,10,89,100,0,12,30,73,100,0,9,40,78,100,0,11,12,49,100,99,"{}","treat_1","sports_2","tired_3","unhappiness_2","concentration_2","walk_1","embarrassment_2",,1,27,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"6655eaccc1d8a40fca9da67e","waite_opuf_adult2",1723239900725,"waite",1,"68eb6158-0141-4885-b09c-6de6a83c42a6",,1,44,1,43,2,2,1,167,1,29,796777,1723461096764,1,4,,,1723461893541,1,97,1,113,1,229,1,25,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","black",true,true,true,"I consent to participate",false,false,true,"68eb6158-0141-4885-b09c-6de6a83c42a6",true,,"6655eaccc1d8a40fca9da67e","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461214880,true,,,,,,,,,,,,,"treat",100,"70","80",80,"80","90","100",0.9,"{}","dead",0,0,0,0,100,0,0,3,5,100,0,100,0,2,100,0,0,0,0,100,0,5,10,5,100,0,0,10,5,100,0,0,0,0,100,90,"{}","treat_0","sports_0","tired_2","unhappiness_1","concentration_0","walk_1","embarrassment_0",,1,39,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"66267714f2a8a00b74d7451b","waite_opuf_adult2",1723239900725,"waite",1,"5fac5866-fc9e-4580-bc69-4249cdad3bf6",,1,44,1,42,2,1,1,70,1,25,390830,1723462086905,1,3,,,1723462477735,1,52,1,14,1,102,1,16,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","other",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"5fac5866-fc9e-4580-bc69-4249cdad3bf6",true,,"66267714f2a8a00b74d7451b","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462104369,true,,,,,,,,,,,,,"tired",13,100,100,58,38,56,100,0.21,"{}","dead",0,39,49,66,100,0,11,40,79,100,0,21,54,69,100,0,25,47,59,100,0,21,45,64,100,0,14,29,73,100,0,21,44,65,100,21,"{}","treat_0","sports_3","tired_2","unhappiness_1","concentration_2","walk_2","embarrassment_1",,1,16,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","neither",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatdisagree",true
"629f470832dba055c9d39800","waite_opuf_adult2",1723239900725,"waite",1,"c0cdcf0b-59ef-4f11-b9ce-0eb6e85191d7",,1,24,1,28,2,0,1,71,1,16,373534,1723460955460,1,2,,,1723461328994,1,38,1,3,1,154,1,18,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"c0cdcf0b-59ef-4f11-b9ce-0eb6e85191d7",true,,"629f470832dba055c9d39800","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723460962271,true,,,,,,,,,,,,,"unhappiness",100,100,90,100,100,90,100,0.85,"{}","dead",0,20,50,100,100,0,20,50,85,100,0,25,60,90,100,0,30,65,100,100,0,15,35,80,100,0,30,60,85,100,0,10,50,95,100,85,"{}","treat_2","sports_1","tired_1","unhappiness_1","concentration_0","walk_0","embarrassment_0",,1,13,"What is your weight status?","radio","obese",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"5d52e15363bdb100010883f1","waite_opuf_adult2",1723239900725,"waite",1,"b097186a-ac59-4d8e-910d-cd0f4c04d9f4",,1,49,1,60,2,2,1,123,1,34,565026,1723462011671,1,7,,,1723462576697,1,40,1,10,1,197,1,13,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","unemployed",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"b097186a-ac59-4d8e-910d-cd0f4c04d9f4",true,,"5d52e15363bdb100010883f1","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462027158,true,,,,,,,,,,,,,"walk",94,19,75,88,34,100,26,0.9,"{}","dead",0,0,12,88,100,0,27,58,90,100,0,20,49,69,100,0,2,12,75,100,0,12,38,98,100,0,19,49,78,100,0,0,15,48,100,90,"{}","treat_0","sports_2","tired_1","unhappiness_1","concentration_0","walk_0","embarrassment_0",,1,25,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"63c5869714c648472e253347","waite_opuf_adult2",1723239900725,"waite",1,"c556d7ae-40d3-42d8-a3c6-b24864303b26",,1,21,1,18,2,0,1,77,1,17,357853,1723461270898,1,5,,,1723461628751,1,58,1,5,1,116,1,16,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","gcse_a_c",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"c556d7ae-40d3-42d8-a3c6-b24864303b26",true,,"63c5869714c648472e253347","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461279874,true,,,,,,,,,,,,,"concentration",49,34,87,73,100,67,24,0.5,"{}","dead",0,48,57,69,100,0,7,18,26,100,0,64,68,85,100,0,56,70,81,100,0,55,68,85,100,0,33,43,57,100,0,19,28,38,100,50,"{}","treat_0","sports_2","tired_2","unhappiness_2","concentration_1","walk_1","embarrassment_0",,1,19,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"5f4ac049c374f51158b481ba","waite_opuf_adult2",1723239900725,"waite",1,"a58cd038-9d56-4302-a30c-f682b366e290",,1,20,1,103,2,0,1,83,1,41,1406291,1723461617618,1,8,,,1723463023909,1,802,1,14,1,215,1,25,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","asian",true,true,true,"I consent to participate",false,false,true,"a58cd038-9d56-4302-a30c-f682b366e290",true,,"5f4ac049c374f51158b481ba","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461635043,true,,,,,,,,,,,,,"tired",2,17,100,18,18,41,7,0.95,"{}","dead",0,90,10,0,100,0,60,30,20,100,0,0,50,50,100,0,90,10,0,100,0,80,10,10,100,0,20,40,60,100,0,90,0,10,100,95,"{}","treat_1","sports_2","tired_3","unhappiness_0","concentration_1","walk_2","embarrassment_1",,1,90,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"643fea27139e462ddf18bf9d","waite_opuf_adult2",1723239900725,"waite",1,"a4fd899d-ce33-42f7-b437-a97557c216bf",,1,19,1,15,2,0,1,87,1,25,374628,1723461650331,1,3,,,1723462024959,1,31,1,6,1,157,1,14,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","other",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"a4fd899d-ce33-42f7-b437-a97557c216bf",true,,"643fea27139e462ddf18bf9d","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461659760,true,,,,,,,,,,,,,"walk",44,22,41,83,20,100,13,0.75,"{}","dead",0,10,40,85,100,0,20,60,80,100,0,20,50,80,100,0,10,60,85,100,0,20,40,80,100,0,0,30,80,100,0,20,50,85,100,75,"{}","treat_0","sports_4","tired_2","unhappiness_3","concentration_2","walk_2","embarrassment_3",,1,12,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5b22694763b71800019fa5ba","waite_opuf_adult2",1723239900725,"waite",1,"ea42c2df-fcce-49de-a482-3895d2f73626",,1,20,1,17,2,0,1,54,1,15,331673,1723460983746,1,2,,,1723461315419,1,41,1,3,1,151,1,8,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"ea42c2df-fcce-49de-a482-3895d2f73626",true,,"5b22694763b71800019fa5ba","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723460989673,true,,,,,,,,,,,,,"walk",70,79,88,27,82,100,13,0.22,"{}","dead",0,10,25,75,100,0,10,25,75,100,0,10,25,75,100,0,10,25,75,100,0,10,25,75,100,0,10,25,75,100,0,10,25,75,100,22,"{}","treat_1","sports_2","tired_2","unhappiness_1","concentration_1","walk_0","embarrassment_2",,1,14,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5815a5f000b325000184db51","waite_opuf_adult2",1723239900725,"waite",1,"78935834-68a6-4249-9cd4-59d1768bb876",,1,48,1,35,2,1,1,102,1,25,473719,1723462414971,1,3,,,1723462888690,1,49,1,6,1,162,1,22,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","other",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"78935834-68a6-4249-9cd4-59d1768bb876",true,,"5815a5f000b325000184db51","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462425260,true,,,,,,,,,,,,,"tired","80","20",100,"90","80","80","10",0.8,"{}","dead",0,25,60,90,100,0,5,20,50,100,0,10,50,75,100,0,20,50,80,100,0,25,50,75,100,0,10,40,60,100,0,25,50,75,100,80,"{}","treat_0","sports_4","tired_2","unhappiness_1","concentration_2","walk_1","embarrassment_2",,1,16,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","neither",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"65fb70d4e69155a62d58ac90","waite_opuf_adult2",1723239900725,"waite",1,"dfe7464d-9df2-47c8-8a85-55025c755c50",,1,19,1,21,2,0,1,77,1,11,282081,1723460989948,1,1,,,1723461272029,1,23,1,5,1,100,1,8,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","student",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"dfe7464d-9df2-47c8-8a85-55025c755c50",true,,"65fb70d4e69155a62d58ac90","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723460997239,true,,,,,,,,,,,,,"concentration",10,65,30,28,100,40,50,0.2,"{}","dead",0,10,35,60,100,0,10,35,75,100,0,10,25,70,100,0,10,45,70,100,0,15,40,80,100,0,5,20,60,100,0,5,15,45,100,20,"{}","treat_1","sports_0","tired_1","unhappiness_2","concentration_1","walk_0","embarrassment_1",,1,11,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","neither",true,"I found it difficult to decide on my answers to the questions.","radio","stronglyagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5da70040317ac50016e583b3","waite_opuf_adult2",1723239900725,"waite",1,"bfa5df39-5f0a-429a-acd5-80e7b3df4168",,1,6,1,28,2,0,1,85,1,18,603430,1723461156178,1,3,,,1723461759608,1,16,1,4,1,416,1,14,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","notpaid",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"bfa5df39-5f0a-429a-acd5-80e7b3df4168",true,,"5da70040317ac50016e583b3","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461163878,true,,,,,,,,,,,,,"walk",36,85,100,70,100,100,20,0.73,"{}","dead",0,5,30,80,100,0,5,20,75,100,0,25,50,75,100,0,10,40,80,100,0,5,40,80,100,0,5,30,75,100,0,5,30,70,100,73,"{}","treat_1","sports_3","tired_3","unhappiness_2","concentration_2","walk_3","embarrassment_2",,1,8,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","neither",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5d12348a0c85b50018c4f228","waite_opuf_adult2",1723239900725,"waite",1,"5a78c546-efa6-4157-a1f2-41674ba78219",,1,24,1,48,2,0,1,91,1,35,643255,1723462159366,1,4,,,1723462802621,1,67,1,122,1,156,1,59,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","other",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"5a78c546-efa6-4157-a1f2-41674ba78219",true,,"5d12348a0c85b50018c4f228","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723462285247,true,,,,,,,,,,,,,"walk",86,54,97,77,94,100,88,0.51,"{}","dead",0,13,39,65,100,0,16,29,45,100,0,24,63,92,100,0,23,67,84,100,0,15,57,88,100,0,30,60,87,100,0,16,38,74,100,51,"{}","treat_1","sports_2","tired_3","unhappiness_0","concentration_2","walk_0","embarrassment_1",,1,33,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","neither",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
